,PORT_NAME,INDEX_NO,coords
4231,mina saqr,,"((56.07219740846047, 25.968494999999997),)"
4234,shoiaba,,"((39.53431097581344, 20.64144),)"
4241,al shuqaiq,,"((42.104214231377924, 17.593870000000003),)"
4243,moheshkhali floating lng offshore,,"((91.59038819623599, 21.25008),)"
4244,sual,,"((120.10420382775075, 16.12341),)"
4246,felixstowe,,"((1.3206323642746098, 51.94279),)"
4247,hibernia oil field,,"((-48.782934852629445, 46.750355),)"
4248,white rose field,,"((-48.01573763077936, 46.787585),)"
4249,bacolod,,"((122.94007934330298, 10.69196),)"
4250,terra nova oil field,,"((-48.48132932233264, 46.475080000000005),)"
4253,PHUKET,49770.0,"((98.38690449354249, 7.95136),)"
4255,gioia tauro,,"((15.915575253852655, 38.464650000000006),)"
4257,SOUTHAMPTON,35580.0,"((-1.4077491156307098, 50.89528),)"
4259,clov offshore terminal,,"((11.562685462523397, -7.4535800000000005),)"
4260,PORTO GRANDE,45880.0,"((-25.00725190500774, 16.88901),)"
4262,n'goma offshore terminal,,"((11.031719968616386, -6.138225),)"
4264,kizomba marine terminal,,"((11.148055083819333, -6.33571),)"
4265,ten offshore terminal,,"((-3.1348706453393294, 4.588125),)"
4266,armada olombendo offshore terminal,,"((11.355460492258832, -6.071155),)"
4269,port giles,,"((137.76761687758955, -35.02417),)"
4270,TANJUNG BENETE,51254.0,"((116.74582923387096, -8.895425),)"
4271,kismayu,,"((42.540362736380715, -0.404395),)"
4272,whiffen head port,,"((-54.01341670675632, 47.775565),)"
4275,tulja bhavani offshore terminal,,"((5.166276238889514, 5.060309999999999),)"
4276,CAGAYAN DE ORO,59710.0,"((124.66511412945368, 8.488175),)"
4277,golar arctic offshore,,"((-77.08256498663101, 17.847900000000003),)"
4288,CROFTON,18570.0,"((-123.63952988681498, 48.86645),)"
4293,PORT ANGELES,17120.0,"((-123.42768328536305, 48.11928),)"
4295,PORT MCNEILL,18872.0,"((-127.11577535720147, 50.599415),)"
4313,gisborne,,"((178.02279546636646, -38.676680000000005),)"
4314,port lincoln,,"((135.87947657456402, -34.722425),)"
4333,tieshan port,,"((109.54124051267951, 21.51334),)"
4347,surigao,,"((125.49984271407781, 9.786745),)"
4348,aaheim,,"((5.5177947906403935, 62.043825),)"
4355,drepano riou,,"((21.84729378997093, 38.334555),)"
4369,FINNSNES,21490.0,"((17.973532558037668, 69.232655),)"
4370,tela,,"((-87.45871974580533, 15.78512),)"
4381,valleyfield,,"((-74.09092525595628, 45.226195000000004),)"
4385,mourilyan,,"((146.12170702628754, -17.601375),)"
4391,higuerote,,"((-66.06909105760406, 10.549009999999999),)"
4399,PRAIA DE VITORIA,38095.0,"((-27.055874707471805, 38.720935),)"
4402,bay city,,"((-83.8451211135452, 43.625725),)"
4403,CHARLEVOIX,4610.0,"((-85.27494049310492, 45.31277),)"
4406,PRESQUE ISLE,5290.0,"((-87.3911081460167, 46.55412),)"
4409,SANDUSKY,3530.0,"((-82.71316373575908, 41.45309),)"
4410,ESCANABA,5050.0,"((-87.05328753692308, 45.764835),)"
4425,ashtabula,,"((-80.79438717654988, 41.900895),)"
4448,la guaira,,"((-66.94464575125313, 10.601845),)"
4451,courrensan offshore,,"((13.998699754726012, 43.87785),)"
4460,playa del carmen,,"((-87.12731245829988, 20.574170000000002),)"
4468,san pedro,,"((-6.6177366784548415, 4.745635),)"
4474,nsm 339 oil field,,"((50.377018217449674, 27.875265),)"
4485,alta,,"((23.32174384848151, 69.981915),)"
4498,st. thomas,,"((-64.95408542773426, 18.32969),)"
4499,useless loop,,"((113.42098080936961, -26.087220000000002),)"
4502,MILNER BAY,54671.0,"((136.4186413820132, -13.863595),)"
4518,general santos,,"((125.1553739612015, 6.0621100000000006),)"
4520,isla san marcos,,"((-112.08568043209877, 27.189085),)"
4553,praia,,"((-23.504932640687148, 14.90598),)"
4563,hai phong,,"((106.77015356799218, 20.90916),)"
4568,pemba,,"((40.45446796058101, -12.973015),)"
4572,icdas,,"((27.069503172961277, 40.426275000000004),)"
4580,milne inlet,,"((-80.89744277848803, 71.89868),)"
4590,puerto madero,,"((-92.40260027901607, 14.7026),)"
4591,port huron,,"((-82.43957864416237, 42.93332),)"
4593,NUEVA PALMIRA,13150.0,"((-58.41913737103072, -33.879485),)"
4603,rahja,,"((23.705635750605325, 64.21932),)"
4604,havre st pierre,,"((-63.61017795918367, 50.24027),)"
4605,SOREL,2220.0,"((-73.13002353625231, 46.037245),)"
4606,ARDALSTANGEN,23136.0,"((7.704607271719858, 61.229255),)"
4610,bialla,,"((151.00433282967032, -5.30753),)"
4618,PUERTO MORRO REDONDO,15975.0,"((-115.18546331293643, 28.039035),)"
4619,porto saco,,"((12.140331363636363, -15.126695),)"
4620,BAHIA DE VALDIVIA,14340.0,"((-73.25256767648132, -39.83247),)"
4623,PUERTO MADRYN,13900.0,"((-65.02060030184902, -42.768699999999995),)"
4626,saint-joseph-de-la-rive,,"((-70.36436397054536, 47.450625),)"
4628,tadoussac,,"((-69.72225087308203, 48.139314999999996),)"
4637,TURBO,11880.0,"((-76.8260005602081, 8.024885),)"
4646,hoyanger,,"((6.068610508356547, 61.216495),)"
4649,FRAY BENTOS,13160.0,"((-58.26171731453252, -33.11339),)"
4651,vanimo,,"((141.28303487206824, -2.6734999999999998),)"
4654,MORONI,47300.0,"((43.24863333843798, -11.701295),)"
4656,PICTON,55300.0,"((174.00679958560045, -41.28123),)"
4659,namibe,,"((12.13462536194379, -15.194759999999999),)"
4699,ketapang,,"((114.40323048895323, -8.131635),)"
4707,isabel,,"((124.43948337639966, 10.90264),)"
4727,SARNIA,3700.0,"((-82.41578599296466, 42.987840000000006),)"
4731,stockton,,"((-121.33982489431969, 37.95234),)"
4734,PUERTO CRISTOBAL,9860.0,"((-79.87495257379709, 9.146905),)"
4742,quy nhon,,"((109.24148660468319, 13.77825),)"
4758,rennell island,,"((160.2811318808594, -11.672325),)"
4759,gopalpur,,"((84.96183197780852, 19.296),)"
4763,RUMOI KO,61250.0,"((141.6393658736942, 43.952749999999995),)"
4764,vavouto,,"((164.6732166317222, -21.003845),)"
4793,oso offshore terminal,,"((8.1308236959229, 3.0389299999999997),)"
4799,thevenard,,"((133.64746114084505, -32.147675),)"
4800,posorja,,"((-80.24160631736859, -2.71492),)"
4808,palamos,,"((3.129576711496853, 41.843315),)"
4816,MACAU,57810.0,"((113.55522123388415, 22.19966),)"
4825,travemuende,,"((10.85837271786972, 53.947230000000005),)"
4834,villa san giovanni,,"((15.632887499999999, 38.225875),)"
4837,naha,,"((127.6666928198567, 26.23613),)"
4846,ALESUND,23120.0,"((6.1964803141193645, 62.472915),)"
4858,doha,,"((51.549179555014625, 25.327515),)"
4862,HELSINGOR,29350.0,"((12.615912774905146, 56.03369),)"
4868,TSUKUMI KO,62170.0,"((131.86643681045751, 33.081355),)"
4871,PATRAI,41850.0,"((21.72840776712853, 38.25376),)"
4872,hoenoe,,"((11.659671997686534, 57.689994999999996),)"
4877,ONNE,46208.0,"((7.1640314568570584, 4.6851199999999995),)"
4893,king abdullah port,,"((39.09923671733202, 22.51803),)"
4921,mukran,,"((13.58955342200115, 54.47904),)"
4926,SALERNO,40040.0,"((14.749596340258856, 40.667095),)"
4933,EVERETT,17790.0,"((-122.2207911642127, 47.998295),)"
4935,LUBECK,28890.0,"((10.808089927418433, 53.88435),)"
4944,kodiak,,"((-152.4157358174603, 57.783555),)"
4946,port hueneme,,"((-119.21611784275686, 34.16472),)"
4947,susaki,,"((133.29715050343964, 33.394485),)"
4974,NEWPORT,7380.0,"((-71.32855298477385, 41.488640000000004),)"
4984,PANAMA CITY,8750.0,"((-85.68700179208832, 30.140455000000003),)"
4988,CHIWAN,57818.0,"((110.02077865377504, 19.961165),)"
4989,DAMMAM,48335.0,"((50.203605824368054, 26.492435),)"
5008,PUERTO MONTT,14270.0,"((-72.98536382550336, -41.51195),)"
5015,dongying,,"((119.09203780624526, 37.204655),)"
5028,vigeroe,,"((10.538781639590853, 55.477165),)"
5050,ferrypoint fischerhutte south,,"((9.37458542406669, 54.152585),)"
5054,yatsushiro,,"((130.54513746840013, 32.53121),)"
5070,PENGLAI,60165.0,"((120.83809473227399, 37.820155),)"
5073,gelendzhik,,"((38.04683283801186, 44.56809),)"
5082,breiholz,,"((9.570306515151511, 54.207955),)"
5085,KOPERVIK,23450.0,"((5.30962642462066, 59.290255),)"
5144,ELSFLETH,30860.0,"((8.466364854553763, 53.23604),)"
5146,TAZERKA OIL TERMINAL,45435.0,"((11.683097193049122, 36.60028),)"
5158,vallvik,,"((17.152920102644394, 61.20749),)"
5167,mboro,,"((9.856365415441175, 2.72436),)"
5175,calaca,,"((120.79567994209096, 13.921309999999998),)"
5179,Sauda,,"((6.361665134397898, 59.645325),)"
5184,Longyan,,"((122.64441400240537, 37.419475000000006),)"
5226,Police,,"((14.571655421859116, 53.571035),)"
5239,GOLCUK BURNU,44625.0,"((29.840025690758175, 40.725345000000004),)"
5249,Coeymans,,"((-73.78875245023696, 42.484485),)"
5260,Mariel,,"((-82.74708902589543, 23.007080000000002),)"
5297,ferrypoint oldenbüttel south,,"((9.45014675420579, 54.173995),)"
5322,ras alkatheeb,,"((42.888063727598706, 14.91489),)"
5339,Boma,,"((13.047291789215686, -5.866210000000001),)"
5354,zafiro offshore terminal,,"((9.312697560016211, 3.6584950000000003),)"
5373,KAMPONG SAOM,57485.0,"((103.53866859567142, 10.685075000000001),)"
5380,Fauske,,"((16.596275820034833, 68.665065),)"
5402,Buffalo,,"((-78.86904806576797, 42.86655),)"
5403,Monroe,,"((-83.34833932218882, 41.888085000000004),)"
5409,bohaixiang,,"((119.8294204758464, 39.983194999999995),)"
5421,yinkou,,"((122.26670361386167, 36.842375),)"
5425,Songxia,,"((119.63599527170558, 25.756605),)"
5427,duigougangzhen,,"((119.78882338123736, 34.38862),)"
5430,Cai Lan,,"((107.05182309457581, 20.975740000000002),)"
5433,zhongjia,,"((121.0699475781729, 37.70394),)"
5441,RADA PUNTA ARENAS,14100.0,"((-70.80099704966483, -52.95232),)"
5445,Biringkassi,,"((119.4902225, -4.81813),)"
5449,Muara Sabak Offshore Terminal,,"((103.91921451923076, -0.796995),)"
5469,Catia La Mar,,"((-67.04451806842079, 10.603285),)"
5475,Dombraina Boiotias,,"((22.949919197103455, 38.221795),)"
5478,Kalamata,,"((22.11289718143539, 37.02275),)"
5496,BOURI OIL FIELD,45337.0,"((12.658295647812292, 33.958164999999994),)"
5501,Dhekelia ,,"((33.74745474610206, 34.97414),)"
5528,Civet Guandong ,,"((113.07288064819349, 22.27038),)"
5535,Pingtan,,"((119.77354567702001, 25.52332),)"
5541,San Juan de la Costa,,"((-110.67982476258213, 24.395865),)"
5549,Barao de Teffe,,"((-48.682463294417744, -25.450975),)"
5556,Atucha,,"((-59.18641672293688, -33.960705000000004),)"
5561,Macapa,,"((-51.05136284525868, 0.027465),)"
5585,Sanlucar de Barrameda,,"((-6.3850524475485955, 36.771895),)"
5591,Punta Morales ,,"((-84.96841763784887, 10.0644),)"
5600,Onslow,,"((115.1109589548428, -21.64018),)"
5608,ILIGAN,59700.0,"((124.25551444506738, 8.250565),)"
5615,Tubay,,"((125.50969539353451, 9.213255),)"
5622,Huarmey,,"((-78.18201806507108, -10.097075),)"
5623,Degrad des Cannes ,,"((-52.27380565347722, 4.85291),)"
5629,GULFPORT,8800.0,"((-89.07635763582294, 30.38722),)"
5635,Semirara,,"((121.36007863520047, 12.053675),)"
5642,DZAOUDZI,47340.0,"((45.14575824840301, -12.843655),)"
5644,GABES,45375.0,"((10.107777625000002, 33.910669999999996),)"
5655,Jatoba,,"((-36.92517923429525, -10.839365),)"
5681,Sunny Point Terminal NC,,"((-77.95498283314555, 34.004975),)"
5695,Gruenendeich,,"((9.601909129079095, 53.581915),)"
5708,Canical,,"((-16.73383597805789, 32.73466),)"
5728,landwehr ferrysite south,,"((9.985788064292322, 54.344855),)"
5743,ROCKY POINT,10773.0,"((-77.14385599443744, 17.818255),)"
5744,Carrara,,"((10.04052726618705, 44.02992),)"
5747,Punta Pereira,,"((-58.06773023429135, -34.217974999999996),)"
5749,Saleef,,"((42.67195750245098, 15.316880000000001),)"
5750,DUBA,48106.0,"((35.53963747437476, 27.560645),)"
5760,Ahmed Bin Rashid Port,,"((55.581157205035495, 25.586095),)"
5779,Barcadera,,"((-69.98978886683064, 12.475865),)"
5780,Castanas,,"((121.57303970574475, 13.87913),)"
5822,BUR SAFAGA,47980.0,"((33.94411348828522, 26.717955),)"
5880,Gibostad,,"((18.083674841046054, 69.357415),)"
5883,Wallaroo,,"((137.61896674370854, -33.926555),)"
5885,Westport Washington,,"((-124.10935927237651, 46.909555),)"
22274,No 2B,,"((14.272712307510819, 54.0774722205),)"
22275,No 2A,,"((14.281313312930582, 54.0470583595),)"
5900,ARDROSSAN,54236.0,"((137.92425443556084, -34.434275),)"
22288,No 3,,"((18.701291046657467, 54.458837247999995),)"
22289,No 1,,"((18.64906088175, 54.4437787815),)"
22290,No 2,,"((18.671335661012655, 54.4601240375),)"
22291,No 2,,"((18.643211047, 54.5202584095),)"
22292,No 3,,"((18.69816258223004, 54.519713879),)"
5904,Hamrawein,,"((34.20643565862794, 26.254535),)"
22294,No 5,,"((18.874948437903242, 54.453473584),)"
22295,No 4,,"((18.831725330529494, 54.456152063000005),)"
5922,NEW AMSTERDAM,12390.0,"((-57.52231276821115, 6.2852),)"
5925,Two Harbors,,"((-91.672074775, 47.013795),)"
22310,,,"((12.811689313713684, 55.8116469995),)"
22311,B,,"((12.933027558288757, 55.6988467825),)"
22312,A,,"((12.869272129400674, 55.783916688),)"
22314,,,"((11.3566666325, 57.929166695000006),)"
22317,B,,"((17.612918196, 62.3583423625),)"
5937,Cape Cuvier,,"((113.396885, -24.21779),)"
5938,Lucinda,,"((146.35785011506397, -18.52102),)"
22323,B,,"((11.65451128493628, 57.5472169455),)"
22324,A1,,"((17.4875038855, 58.568330145999994),)"
22328,A2,,"((17.512508109000002, 58.568330145999994),)"
22330,B4,,"((17.56584159277083, 58.602497213999996),)"
22332,B3,,"((17.538341490773348, 58.602497046500005),)"
22334,,,"((17.781727710211335, 58.586633289000005),)"
5952,Gadani,,"((66.69849430950143, 25.036485),)"
5956,Lorain,,"((-82.18046200538157, 41.47195),)"
5963,Naga,,"((123.760737916552, 10.210930000000001),)"
5964,pilot station schülp,,"((9.626365384615385, 54.26364),)"
5966,PORT WELLER,3070.0,"((-79.21484729398664, 43.232355),)"
5967,Clarkson,,"((-79.60547737377142, 43.48828),)"
22352,,,"((-13.325077529122773, 8.509077093999998),)"
5982,Contrecoeur,,"((-73.28380744752533, 45.832229999999996),)"
6003,Ogdensburg,,"((-75.48588802959502, 44.708215),)"
6009,Corcubion,,"((-9.180233714285713, 42.941810000000004),)"
6024,Hopewell,,"((-77.26577345709572, 37.3069),)"
6031,Breiviken,,"((5.904444017718386, 59.090090000000004),)"
6053,Santiago de Tolu,,"((-75.60529501127141, 9.49901),)"
6057,Monte Dourado ,,"((-52.42357317346316, -0.9237150000000001),)"
6058,Goderich,,"((-81.72777412103491, 43.746),)"
6061,CONNEAUT,3460.0,"((-80.55205856451613, 41.970974999999996),)"
6065,Reydarfjordur,,"((-14.158078895283515, 65.03285500000001),)"
6066,CAM PHA,57710.0,"((107.36765171651221, 21.01379),)"
6068,Alang,,"((72.22202917792482, 21.391804999999998),)"
6078,PUERTO DE GARRUCHA,38398.0,"((-1.8178512612323487, 37.181685),)"
6089,Abu Qir,,"((30.074393773836768, 31.320995),)"
6165,SANTAREM,12510.0,"((-54.71987775089899, -2.43626),)"
6171,Pago Pago,,"((-170.6920044376874, -14.272314999999999),)"
6173,Landwehr Ferrysite North,,"((9.984977347285067, 54.345945),)"
6183,Villa Constitucion ,,"((-60.30713944858145, -33.237080000000006),)"
6197,Kali Limenes,,"((24.804858007212722, 34.927795),)"
6217,OLYMPIA,17660.0,"((-122.90767575064368, 47.05737),)"
6245,Xinhui,,"((113.0417323906866, 22.43848),)"
6254,Weitou,,"((118.56326490883886, 24.51712),)"
6260,Lufeng Offshore Terminal,,"((115.77179753864866, 22.46151),)"
6265,MUQDISHO,47160.0,"((45.34286294797688, 2.0287550000000003),)"
6282,pilot station ruesterbergen,,"((9.614490706521739, 54.244445),)"
6283,Hochdonn,,"((9.297535776936027, 54.017595),)"
6284,Termisa Terminal,,"((-37.035854191812035, -4.8304),)"
6291,Cap-Haitien,,"((-72.1943910810206, 19.75497),)"
6295,Erie,,"((-80.10795473582833, 42.131195000000005),)"
6304,Wauna OR,,"((-123.40166233853355, 46.157714999999996),)"
6305,Murdoch Platform,,"((2.3390193791263583, 54.279555),)"
6349,Taganito,,"((125.83236155669738, 9.54616),)"
22734,D,,"((54.07836444989639, 16.916579310499998),)"
22735,B,,"((54.05008334821791, 16.9208562185),)"
22736,A,,"((54.05170503475, 16.935984505500002),)"
22737,C,,"((54.05007870864996, 16.908284495),)"
6367,West Sacramento,,"((-121.55685725036531, 38.561485000000005),)"
6378,Gelibolu,,"((26.671841148881235, 40.403040000000004),)"
6381,Grundartangi,,"((-21.77340972662374, 64.35566),)"
22770,SUNK INNER,,"((1.4963261233886016, 51.82920678),)"
6388,CANAKKALE,44690.0,"((26.40661296678275, 40.128755),)"
6403,Vasto,,"((14.711227015235458, 42.17608),)"
6409,DUTCH HARBOR,20120.0,"((-166.5289121650622, 53.882419999999996),)"
6410,BALTIYSK,28680.0,"((19.917017327790973, 54.64496),)"
22797,Whiskey,,"((-1.162083316, 54.7533333625),)"
22798,Echo,,"((-0.8983333634999999, 54.718333301),)"
6415,Bata,,"((9.738771602941178, 1.82693),)"
22799,Charlie,,"((-1.00083328975, 54.7141666565),)"
6431,Hodeidah,,"((42.93498906249585, 14.833495),)"
22841,B3,,"((51.79170229965606, 25.894950153),)"
22843,C2,,"((51.7749857364133, 25.875008766999997),)"
22844,D3,,"((51.79169937643876, 25.8583180925),)"
22846,C1,,"((51.75830000723734, 25.875008264),)"
6463,Bade,,"((139.39255382275002, -7.20307),)"
22848,E1,,"((51.75829923173858, 25.8416453555),)"
22849,A2,,"((51.77498646858418, 25.908321635500002),)"
22851,B2,,"((51.77499012394534, 25.8949587025),)"
22854,D2,,"((51.77498690863791, 25.8583175895),)"
22855,C3,,"((51.791696296491764, 25.875009312),)"
22856,D1,,"((51.75829932435171, 25.858961110499997),)"
22858,B1,,"((51.75829671453256, 25.8949702695),)"
22859,A1,,"((51.75829476837271, 25.908318199),)"
6477,SERUI,52940.0,"((136.2371001891613, -1.887245),)"
22862,C4,,"((51.80837318226773, 25.875009018500002),)"
22861,D4,,"((51.80837416581046, 25.858333348000002),)"
22863,I4,,"((51.8083333685, 25.775000005499997),)"
22865,E4,,"((51.808375151999996, 25.8416463195),)"
6498,Bahudopi,,"((122.12104126810915, -2.7811950000000003),)"
6499,Obi Island,,"((127.40165184065935, -1.5325799999999998),)"
6511,Gebe Island,,"((129.3971987705861, -0.05665),)"
6518,Amurang,,"((124.55521258635758, 1.225565),)"
6620,Milos,,"((24.53876496935989, 36.750335),)"
6630,Male,,"((73.49984160844429, 4.18732),)"
6634,KALAMA,16920.0,"((-122.7035916567065, 45.644589999999994),)"
6643,Chittagong Shipbreakers,,"((91.72370406908955, 22.44777),)"
6644,Ferrypoint Fischerhütte North,,"((9.373142465659342, 54.154075),)"
6645,Mubarek Offshore Terminal,,"((55.225263236871825, 25.820265),)"
6659,Da Yang Shen Island,,"((122.07536302412923, 30.585949999999997),)"
6663,Xiu Shan Island,,"((122.1436660207669, 30.16273),)"
6675,Son Duong,,"((106.44079352845584, 18.056514999999997),)"
6724,Sao Francisco do Sul,,"((-48.634364286686306, -26.23453),)"
6740,Deception Bay,,"((-74.68231072105263, 62.142125),)"
6743,Sharjah,,"((55.37411110452962, 25.356085),)"
6746,QUINCY,7260.0,"((-70.97050227130806, 42.2414),)"
6748,oakland port,,"((-122.30874966659987, 37.799035),)"
6751,POINT RICHMOND,16370.0,"((-122.31407391922596, 37.77579),)"
6752,oleum port,,"((-122.2520935060449, 38.04547),)"
6753,crockett,,"((-122.2212624838426, 38.057315),)"
6755,MARTINEZ,16480.0,"((-122.11974798872181, 38.024150000000006),)"
6756,avon,,"((-122.0517320178623, 38.02614),)"
6757,pittsburg,,"((-121.86066852091811, 38.028805000000006),)"
6758,san joaquin harbor,,"((-121.77112592430328, 38.014435000000006),)"
6761,Linkou,,"((121.29978692062045, 25.125974999999997),)"
6762,MARACAIBO,11960.0,"((-71.58841998925308, 10.64577),)"
6763,,,"((117.58155904858299, -0.0081775),)"
6764,No. 3,,"((-51.107808224063916, -0.06619629542740879),)"
6768,LAWI LAWI OIL TERMINAL,51845.0,"((116.76536887555902, -1.45502),)"
6769,,,"((-77.14356400913945, -11.9604325),)"
6770,No. 5,,"((-38.61167237814911, -13.035171115499999),)"
6772,,,"((-71.36829318972988, -17.505454999999998),)"
6773,,,"((177.38416503054248, -17.691965833333335),)"
6774,,,"((-39.70751817139832, -18.978124166666664),)"
6775,,,"((105.07291926402729, -2.0534525),)"
6776,No.3,,"((-44.15727410531379, -2.1697107950902463),)"
6777,,,"((-39.99824164558417, -21.220815833333333),)"
6778,,,"((-40.05937284486991, -21.335395),)"
6779,,,"((-39.78529375533907, -21.93956083333333),)"
6780,,,"((-39.825368112551075, -21.967288333333332),)"
6781,,,"((-39.82970692908753, -22.09095),)"
6782,,,"((-39.96680568975631, -22.132149166666665),)"
6783,,,"((-40.14674900697157, -22.15957515324165),)"
6784,,,"((-40.195645905627195, -22.345175),)"
6785,,,"((-40.240963085678246, -22.351884166666665),)"
6786,,,"((-40.02567063866495, -22.372919999999997),)"
6787,,,"((-40.07392158355206, -22.43938),)"
6788,,,"((-40.099384843214224, -22.48513333333333),)"
6789,,,"((-39.94031987286287, -22.5002725),)"
6790,,,"((-40.123394910968656, -22.557765),)"
6791,,,"((-40.262798629268985, -22.555791666666664),)"
6792,,,"((-40.24325133343859, -22.667183333333334),)"
6793,,,"((-40.68581485759689, -22.917644166666662),)"
6795,No 15,,"((-43.11938754452936, -23.059630688300025),)"
6796,No. 2,,"((-44.272110653764656, -23.094035923044288),)"
6797,,,"((-41.257770839722795, -23.315549166666663),)"
6798,,,"((-45.51590181152079, -23.906186139148627),)"
6799,,,"((-42.94650507730782, -25.143),)"
6800,,,"((-42.87908383315757, -25.203560000000003),)"
6801,,,"((-42.762308821250656, -25.39254916666667),)"
6802,,,"((-42.7528691396234, -25.44767166666667),)"
6803,,,"((-42.78078836630082, -25.491344999999995),)"
6804,,,"((-42.84090748263888, -25.544740833333336),)"
6805,,,"((-43.20694343079804, -25.673155833333333),)"
6806,No. 12,,"((-48.24432583515093, -25.755625152500002),)"
6807,,,"((-43.263077432626616, -25.7984275),)"
6808,,,"((-48.416018516239944, -26.226005),)"
6809,,,"((-46.52922165690077, -26.4657225),)"
6811,,,"((-39.04926855670103, -3.03845),)"
6812,,,"((-80.14340646858722, -3.109261190120906),)"
6813,,,"((-58.434497446538664, -3.1625214625322453),)"
6814,,,"((116.36398530130045, -3.1801233333333334),)"
6815,,,"((116.37585777916772, -3.200023582124407),)"
6816,No 7,,"((-38.41889036213571, -3.6514807300000003),)"
6817,,,"((30.976848675001275, -30.01039060590822),)"
6818,,,"((31.01916370902667, -30.008869121409482),)"
6819,,,"((-60.5777235372845, -33.04018666666667),)"
6820,No 1,,"((25.666806203111182, -33.89045492565093),)"
6822,,,"((-53.998871923139305, -34.91767762888448),)"
6823,,,"((-55.20984550840649, -35.08524166666666),)"
6824,,,"((-55.25511604505033, -35.07487333333333),)"
6825,,,"((174.76724676175428, -36.84081499999999),)"
6826,CORONEL,14400.0,"((-73.1638731346805, -37.05216009635478),)"
6827,PNR-Sud,,"((11.792988722648678, -4.775101253500001),)"
6828,,,"((-36.391363451388216, -4.859492646115514),)"
6829,,,"((-36.43186329222621, -4.9292175),)"
6830,,,"((147.3347853674776, -42.847952500000005),)"
6831,,,"((171.26644197756013, -44.3867455112611),)"
6832,,,"((170.51979196556843, -45.875659999999996),)"
6833,,,"((-67.48581084954719, -46.386184166666666),)"
6834,,,"((-67.43548738133475, -46.45628583333333),)"
6835,,,"((11.925443067273504, -5.4676057535),)"
6836,,,"((12.002716369423897, -5.5165083333333325),)"
6837,,,"((105.34760791335725, -5.528439166666666),)"
6838,,,"((12.024936294398582, -5.535415833333333),)"
6839,,,"((105.3241356331167, -5.555145833333333),)"
6841,,,"((12.543970421139491, -6.0429875),)"
6843,,,"((111.95831441915004, -6.6481789615),)"
6844,,,"((112.1562401375943, -6.7169375),)"
6845,,,"((112.21899425040812, -6.7136958333333325),)"
6848,,,"((-79.87954281736754, -6.976195833333334),)"
6849,,,"((109.09454821253536, -7.8238891666666674),)"
6850,,,"((144.633790701, -8.058386309500001),)"
6851,,,"((144.57242038864618, -8.130344166666667),)"
6852,,,"((-79.0330405153475, -8.230313333333333),)"
6853,,,"((-78.57682406039044, -9.112766666666666),)"
6854,,,"((103.97983617834063, 1.18655),)"
6855,,,"((104.35243824268564, 1.3725595119407221),)"
6856,,,"((104.62566628964103, 1.3658116666666666),)"
6858,,,"((104.70553626943409, 1.4371658333333335),)"
6859,,,"((103.15488846149456, 1.4831491666666667),)"
6860,,,"((104.73441154502028, 1.497300833333333),)"
6861,,,"((104.60349288548039, 1.44117249419086),)"
6862,,,"((104.39091686959321, 1.5652833333333334),)"
23244,,,"((34.4756434019655, 31.686740219593048),)"
6864,,,"((104.42512973338032, 1.6152466666666667),)"
6865,,,"((104.46545358457107, 1.6849391666666667),)"
6866,,,"((101.37400616934461, 1.7560808333333333),)"
6867,,,"((102.70790532615565, 1.7853041666666667),)"
6868,,,"((102.42442633128908, 1.8047319109027944),)"
6869,,,"((102.37028212945444, 1.8290091666666664),)"
6871,,,"((76.03959681763575, 9.985916666666668),)"
6873,,,"((-64.03013871699245, 10.854807500000001),)"
6874,,,"((-74.92489107777999, 11.099343333333334),)"
6875,,,"((43.109601412532314, 11.678745833333334),)"
6876,,,"((-86.81353490069763, 12.158275),)"
6877,,,"((-70.10386547254305, 12.39195022349255),)"
6879,,,"((-70.15497008742358, 12.452562499999999),)"
6880,,,"((101.19887588887994, 12.484858333333332),)"
6881,,,"((-70.0908386425, 12.588782090999999),)"
6882,,,"((101.16067638500738, 12.606116666666667),)"
6883,,,"((101.25674193266832, 12.621469999999999),)"
6885,,,"((80.35971190166046, 13.080277500000001),)"
6886,,,"((-16.559203892256697, 13.379159999999999),)"
6887,,,"((121.00481783983452, 13.614707499999998),)"
6888,,,"((120.762888067, 13.915311600765545),)"
6889,,,"((49.111705740239444, 14.503620833333335),)"
6890,,,"((42.88962576674221, 14.9452329235),)"
6892,,,"((42.62778836114359, 15.2725),)"
6893,,,"((-88.62024817849863, 15.843526571222586),)"
6895,SPM Tanker,,"((83.32362639231744, 17.61615822562198),)"
6896,,,"((42.030506763888894, 17.6215925),)"
6897,,,"((-16.113889378512603, 18.005648335),)"
6898,,,"((-94.39481262735356, 18.256586666666664),)"
6899,,,"((71.03607296017924, 18.586167499999995),)"
6900,,,"((-93.17681733503483, 18.748629166666667),)"
6903,AL KHAIR OIL TERMINAL,47942.0,"((37.251393767090775, 19.585299166666665),)"
6904,,,"((37.23307465110555, 19.611759998333333),)"
6905,,,"((-91.86064582581987, 19.716031339543736),)"
6907,,,"((86.64206158110056, 20.027248688),)"
6909,,,"((86.81656974141612, 20.1048595175),)"
6910,,,"((86.80030179148781, 20.169727180663834),)"
6911,,,"((39.433346216141516, 20.63695583333333),)"
6912,,,"((109.05844641351851, 21.0487336343111),)"
6913,,,"((108.53521614713762, 21.1401383598081),)"
6914,,,"((39.14857738764045, 21.180353333333336),)"
6915,,,"((108.55950216118673, 21.301646320717005),)"
